#Frame          phi:2        psi:2
     983     -67.4192     -22.8653
     984     -77.7647     135.9709
     985    -134.4077       0.9606
     986     -76.7409      -4.3975
     987     -60.0521     157.9615
     988     -54.4970     139.0499
     989    -102.6278      47.2588
     990     -64.9314     155.6735
     991     -51.1299     139.5778
     992     -56.9730     -31.7852
     993     -50.6108     141.9252
     994     -89.4595     -24.6233
     995     -55.6414     -28.9849
     996     -76.8264     -24.5669
     997     -66.7614     -26.9042
     998     -71.1673     -44.8834
     999     -73.9248     158.6011
    1000     -68.4634     128.4816
    1001     -81.1608     143.3619
    1002     -70.4150     154.8082
    1003     -81.0719     165.1445
    1004     -62.1107     -27.6222
    1005    -143.6402     135.6269
    1006    -157.7264     158.7574
    1007    -120.9351     -18.8678
    1008     -84.1469     -15.5883
    1009     -67.0315     -52.2305
    1010     -69.8876     123.6568
    1011     -89.0238     139.4419
    1012     -64.4360     153.5017
    1013     -62.5242     170.6557
    1014     -72.8855     134.7142
    1015    -154.7294     146.5212
    1016     -70.3764     -47.7158
    1017    -114.1452     134.2834
    1018    -112.3728     -12.5280
    1019    -134.7078     145.5047
    1020     -54.1873     135.2717
    1021     -63.5426     153.8413
    1022     -68.9741     -50.6718
    1023     -78.3661     -19.0559
    1024    -150.4803     169.1867
    1025     -67.5417      90.2743
    1026    -122.3051      75.8336
    1027     -56.7118     126.8299
    1028     -48.3244     131.5404
    1029     -60.8781     -24.8338
    1030     -59.3390     136.9890
    1031     -51.5562     140.9143
    1032    -160.1532     179.1481
    1033     -84.0450     -18.3247
    1034     -37.4031     134.8789
    1035     -69.8809     138.6207
    1036     -51.4254     143.3151
    1037     -59.0922     141.8983
    1038     -72.0517     -22.6032
    1039    -132.9728      -0.4513
    1040     175.9508     132.6639
    1041     -71.0984     -20.1711
    1042     -70.3836      -1.6421
    1043    -138.1319      58.0620
    1044     -66.4538     -23.0028
    1045     -57.8006     133.1057
    1046     -66.5443     -12.2804
    1047     -50.2775     158.7757
    1048     -66.9216     127.0831
    1049     -85.8838     145.8069
    1050     -70.8227      -6.0097
    1051     -83.8122     -14.6983
    1052     -93.6802      62.3520
    1053     -55.2013     142.8786
    1054    -164.4699       6.6971
    1055    -159.0667     151.4662
    1056    -160.2933     167.3779
    1057    -148.7630     135.7491
    1058     -92.0828      -9.8273
    1059    -146.5959      27.4558
    1060     -57.3971     -47.8482
    1061     -97.3166     132.8142
    1062     -59.1399     -20.3659
    1063     -48.6743     131.9462
    1064     -88.3390     -12.0797
    1065     -66.1480     160.7646
    1066    -104.0004     136.2968
    1067     -66.0472     148.2096
    1068     -85.3715      -9.2743
    1069    -161.7131      -6.4758
    1070     -56.1962     -34.8348
    1071    -161.8068     146.9898
    1072     -70.1976     -17.6196
    1073     -44.2582     147.4898
    1074     -78.6632     -53.3144
    1075     -89.3523     120.2596
    1076     -57.1037     150.7453
    1077     -67.9674     139.8192
    1078     176.6219     159.6651
    1079     -78.8243      94.4391
    1080     -73.5530      -3.5514
    1081     -31.7474     108.2945
    1082     -91.1359     -48.7096
    1083     -71.9242     123.9999
    1084     -61.8524     142.6286
    1085     -81.5006     -14.6929
    1086    -122.6226     -55.3530
    1087    -165.7905     152.9902
    1088    -157.4194     122.1724
    1089     -56.3251     147.6506
    1090    -102.8328     156.9876
    1091     -76.3924     112.3445
    1092    -153.9240     166.8388
    1093     -64.2504     -41.0908
    1094     -90.6650     -11.0728
    1095    -100.2358     163.2416
    1096     -68.7230     -36.5215
    1097     -67.1883     -30.6309
    1098     -67.4664     139.8655
    1099     -91.1533     154.5577
    1100     -56.3967     126.5966
    1101    -126.7937      32.9831
    1102     -42.4938     141.3949
    1103     -61.4994     -25.7774
    1104     -62.6917     -16.4520
    1105     -70.6244     142.8856
    1106     -78.1152     -20.2992
    1107     -56.3845     139.1247
    1108    -141.0266      26.9942
    1109     -78.7399     168.4968
    1110     -69.7994     131.6250
    1111    -127.6924     100.1398
    1112     -37.1855     134.9282
    1113     -80.4618     147.9147
    1114    -116.9486       6.5958
    1115    -127.4633      28.1077
    1116     -50.7144     143.4730
    1117     -68.6649     153.3042
    1118     -81.9024     -28.2177
    1119     -69.5345     -14.4603
    1120     -70.9455     -23.7059
    1121     -65.9906     -62.1797
    1122     -69.0734     -30.1908
    1123     -64.3979     138.9441
    1124    -166.6215      -0.0870
    1125     -65.2217     155.0362
    1126    -166.0274     137.6530
    1127     -45.9156     143.0698
    1128     -45.1298     142.6328
    1129    -151.1357      97.2842
    1130     -81.2908     -23.1486
    1131    -115.9442     122.9052
    1132     -38.7124     156.7385
    1133     -52.6780     142.2849
    1134     -88.3027     -13.3476
    1135    -119.7300       9.3996
    1136     -62.1425     140.1694
    1137     -67.5460     -31.6572
    1138     -75.6181     -12.7232
    1139     -73.8131     -29.0655
    1140     -42.5801     149.2723
    1141     -65.7340     144.9922
    1142     -64.5383     131.1281
    1143     -65.8786     -19.9287
    1144     -67.5478     -61.5751
    1145     -75.6896     141.1454
    1146     -49.0725     155.3168
    1147     -85.6330     123.8912
    1148    -157.6521     123.0872
    1149    -110.4283     159.9699
    1150     -72.7759     128.6784
    1151    -163.3972     127.9036
    1152    -143.8791     118.4744
    1153     -61.4298     -29.7457
    1154     -70.6274      44.7074
    1155     -69.2695     -22.0287
    1156     -99.4637     115.2026
    1157     -56.6656     144.6795
    1158     -38.6144     -51.9593
    1159     166.7707     157.9457
    1160     -83.8083     123.9202
    1161     -65.2765     150.2117
    1162    -147.3402      39.5090
    1163     -99.2298     176.8576
    1164     -70.0841     168.6288
    1165     -80.7345      61.7969
    1166     -61.4110     -32.3069
    1167     -75.0650     -33.8247
    1168     -62.1891     140.2981
    1169     -75.3923       2.5348
    1170     -77.6790     142.0115
    1171     -64.4445     152.4087
    1172     -74.1311     -19.4403
    1173     -94.4782      -0.5750
    1174     -59.2573     142.6160
    1175     -83.3225     -14.1036
    1176     -87.5180     -44.6287
    1177    -175.4735     152.8982
    1178     -78.8711     163.5285
    1179     -97.9239      75.0420
    1180    -138.7541     -37.5406
    1181     -57.5905     162.1351
    1182     -91.5236      96.7618
    1183    -141.9521       9.2151
    1184     -53.4228     133.0380
    1185     -70.5466     137.4182
    1186     -61.7242     -47.4855
    1187     -76.1556     -35.5485
    1188     -40.2380     140.3899
    1189     -96.6775      81.7661
    1190     -61.2188     -24.4757
    1191     162.6991     167.1864
    1192     -72.9105     144.7030
    1193    -111.1417      29.8532
    1194    -136.7522       6.2742
    1195     -75.7981     -28.0874
    1196     -50.9652     -55.4504
    1197    -161.7770     129.0434
    1198     -72.3896     151.9950
    1199     -77.2152     140.8022
    1200     -62.8722     131.9663
    1201     167.1089     139.7964
    1202     -76.6601      -9.6769
    1203     -66.6108     -39.8862
    1204     -75.5651     150.4279
    1205     -69.5957     137.7767
    1206     -72.5630       2.2153
    1207     -82.5073     174.3559
    1208    -138.3468     123.3576
    1209     -54.8573     129.2577
    1210      55.7083      42.4850
    1211      45.6608      42.1006
    1212      48.9550      41.7900
    1213     -88.6927     126.9404
    1214    -151.1500     174.9892
    1215     -56.2168     160.7032
    1216     -68.8974     130.9438
    1217    -173.1867     128.5064
    1218     -87.6809     -12.4467
    1219     -46.1838     128.5186
    1220     -73.8989     115.7225
    1221     -84.5479      74.5747
    1222     -76.1511     100.5540
    1223    -151.8267     114.1314
    1224     -95.6991    -119.5040
    1225     -50.3976     130.7412
    1226     -67.2108     110.4911
    1227     -63.7953     -45.7502
    1228     -48.5728     114.6020
    1229     -60.1683     133.7236
    1230     -72.2754     -43.2579
    1231     -67.0332     127.8552
    1232     -63.6958     149.4315
    1233    -141.2665    -109.7943
    1234    -163.3334     158.9010
    1235    -174.0949     165.6604
    1236     -64.7200     -55.5793
    1237     -61.1578     -57.3172
    1238    -131.2035     178.8669
    1239     -43.5335     -47.9136
    1240    -140.6474    -171.8470
    1241     -58.6388     154.2572
    1242     -68.5082     -31.2477
    1243     -81.1383     150.1221
    1244    -119.7054     143.7775
    1245     -67.2743     156.6516
    1246     -87.9630     -18.2340
    1247     -46.6082     130.4074
    1248     -74.7030     -10.9679
    1249     -75.4563     -37.6938
    1250     -72.0966     -21.6864
    1251    -127.8026     136.1404
    1252    -134.9123       3.4418
    1253     -60.5427     -19.3926
    1254     -79.8395     -31.2302
    1255     -52.4984     135.5076
    1256     -99.6533     -11.7557
    1257     -71.0631     153.4694
    1258     -48.6738     141.0808
    1259     -67.9825     -36.2020
    1260     -55.6023     141.5527
    1261    -156.4982     163.0450
    1262     -51.6914     -36.8395
    1263    -179.4947     158.2517
    1264     -49.4877     129.2500
    1265     -57.3884     -44.0399
    1266     -67.2265     141.3212
    1267     -70.2014     146.7026
    1268     -86.3238      98.7793
    1269     -47.1474     142.6742
    1270     -77.5120     -32.9599
    1271     -67.5460     124.4325
    1272     -89.2891      54.7289
    1273     -77.0071     132.3222
    1274     -75.1478     122.5587
    1275     -73.7534     134.1602
    1276    -137.6602     -19.8015
    1277    -106.5470      66.7826
    1278     -53.2128     135.5319
    1279     -63.5097     139.6677
    1280     -51.1717     132.8416
    1281     -57.6645     161.2342
    1282     -68.6311     146.3227
    1283     -63.5754     146.5425
    1284     -82.0009      -2.0934
    1285     -67.6517     149.5838
    1286     -69.2310     -19.1668
